Epoch,Index,Answer,Output,Error,Fact
831,20,1,[0.48193143],[0.51806857],Bad Fact
831,21,1,[0.85398428],[0.14601572],Good Fact
831,22,0,[0.31573612],[-0.31573612],Bad Fact
831,23,0,[0.09793747],[-0.09793747],Good Fact
831,24,1,[0.49456234],[0.50543766],Bad Fact
831,25,0,[0.16039099],[-0.16039099],Good Fact
831,26,1,[0.2641042],[0.7358958],Bad Fact
832,1,0,[0.12438139],[-0.12438139],Good Fact
832,2,0,[0.19973731],[-0.19973731],Good Fact
832,3,1,[0.81027856],[0.18972144],Good Fact
832,4,0,[0.19792253],[-0.19792253],Good Fact
832,5,1,[0.80454901],[0.19545099],Good Fact
832,6,1,[0.82336289],[0.17663711],Good Fact
832,7,0,[0.19272575],[-0.19272575],Good Fact
832,8,0,[0.05441013],[-0.05441013],Good Fact
832,9,0,[0.04458276],[-0.04458276],Good Fact
832,10,1,[0.94166394],[0.05833606],Good Fact
832,11,1,[0.49386935],[0.50613065],Bad Fact
832,12,0,[0.03597547],[-0.03597547],Good Fact
832,13,1,[0.83132905],[0.16867095],Good Fact
832,14,0,[0.19751847],[-0.19751847],Good Fact
832,15,0,[0.19868266],[-0.19868266],Good Fact
832,16,1,[0.85261924],[0.14738076],Good Fact
832,17,0,[0.34946844],[-0.34946844],Bad Fact
832,18,1,[0.79840859],[0.20159141],Bad Fact
832,19,1,[0.81061684],[0.18938316],Good Fact
832,20,1,[0.48206639],[0.51793361],Bad Fact
832,21,1,[0.85925326],[0.14074674],Good Fact
832,22,0,[0.32934445],[-0.32934445],Bad Fact
832,23,0,[0.09909161],[-0.09909161],Good Fact
832,24,1,[0.49463986],[0.50536014],Bad Fact
832,25,0,[0.16400294],[-0.16400294],Good Fact
832,26,1,[0.2738007],[0.7261993],Bad Fact
833,1,0,[0.12741278],[-0.12741278],Good Fact
833,2,0,[0.20110323],[-0.20110323],Bad Fact
833,3,1,[0.81576189],[0.18423811],Good Fact
833,4,0,[0.19993664],[-0.19993664],Good Fact
833,5,1,[0.80999478],[0.19000522],Good Fact
833,6,1,[0.82892377],[0.17107623],Good Fact
833,7,0,[0.19244561],[-0.19244561],Good Fact
833,8,0,[0.05477289],[-0.05477289],Good Fact
833,9,0,[0.04553425],[-0.04553425],Good Fact
833,10,1,[0.94430348],[0.05569652],Good Fact
833,11,1,[0.49374834],[0.50625166],Bad Fact
833,12,0,[0.036091],[-0.036091],Good Fact
833,13,1,[0.8381388],[0.1618612],Good Fact
833,14,0,[0.19997789],[-0.19997789],Good Fact
833,15,0,[0.20146131],[-0.20146131],Bad Fact
833,16,1,[0.85570958],[0.14429042],Good Fact
833,17,0,[0.35805472],[-0.35805472],Bad Fact
833,18,1,[0.806496],[0.193504],Good Fact
833,19,1,[0.80460733],[0.19539267],Good Fact
833,20,1,[0.48177472],[0.51822528],Bad Fact
833,21,1,[0.85259423],[0.14740577],Good Fact
833,22,0,[0.3201753],[-0.3201753],Bad Fact
833,23,0,[0.09696772],[-0.09696772],Good Fact
833,24,1,[0.49437833],[0.50562167],Bad Fact
833,25,0,[0.15572059],[-0.15572059],Good Fact
833,26,1,[0.26750609],[0.73249391],Bad Fact
834,1,0,[0.12495882],[-0.12495882],Good Fact
834,2,0,[0.19577889],[-0.19577889],Good Fact
834,3,1,[0.80734195],[0.19265805],Good Fact
834,4,0,[0.19025468],[-0.19025468],Good Fact
834,5,1,[0.8060916],[0.1939084],Good Fact
834,6,1,[0.81673123],[0.18326877],Good Fact
834,7,0,[0.19161143],[-0.19161143],Good Fact
834,8,0,[0.05400009],[-0.05400009],Good Fact
834,9,0,[0.04474261],[-0.04474261],Good Fact
834,10,1,[0.94243223],[0.05756777],Good Fact
834,11,1,[0.49370747],[0.50629253],Bad Fact
834,12,0,[0.03583154],[-0.03583154],Good Fact
834,13,1,[0.82478739],[0.17521261],Good Fact
834,14,0,[0.19288797],[-0.19288797],Good Fact
834,15,0,[0.1899261],[-0.1899261],Good Fact
834,16,1,[0.85373391],[0.14626609],Good Fact
834,17,0,[0.35370957],[-0.35370957],Bad Fact
834,18,1,[0.80409423],[0.19590577],Good Fact
834,19,1,[0.80216426],[0.19783574],Good Fact
834,20,1,[0.4818378],[0.5181622],Bad Fact
834,21,1,[0.85112657],[0.14887343],Good Fact
834,22,0,[0.31684266],[-0.31684266],Bad Fact
834,23,0,[0.09666912],[-0.09666912],Good Fact
834,24,1,[0.49442594],[0.50557406],Bad Fact
834,25,0,[0.1561792],[-0.1561792],Good Fact
834,26,1,[0.26514985],[0.73485015],Bad Fact
835,1,0,[0.12435692],[-0.12435692],Good Fact
835,2,0,[0.19715172],[-0.19715172],Good Fact
835,3,1,[0.80544965],[0.19455035],Good Fact
835,4,0,[0.1904406],[-0.1904406],Good Fact
835,5,1,[0.80403929],[0.19596071],Good Fact
835,6,1,[0.81514382],[0.18485618],Good Fact
835,7,0,[0.1919361],[-0.1919361],Good Fact
835,8,0,[0.05376642],[-0.05376642],Good Fact
835,9,0,[0.04454013],[-0.04454013],Good Fact
835,10,1,[0.94191399],[0.05808601],Good Fact
835,11,1,[0.49375914],[0.50624086],Bad Fact
835,12,0,[0.0357132],[-0.0357132],Good Fact
835,13,1,[0.82316079],[0.17683921],Good Fact
835,14,0,[0.19274434],[-0.19274434],Good Fact
835,15,0,[0.18998258],[-0.18998258],Good Fact
835,16,1,[0.85232027],[0.14767973],Good Fact
835,17,0,[0.35073131],[-0.35073131],Bad Fact
835,18,1,[0.80227561],[0.19772439],Good Fact
835,19,1,[0.80031425],[0.19968575],Good Fact
835,20,1,[0.48190644],[0.51809356],Bad Fact
835,21,1,[0.85010395],[0.14989605],Good Fact
835,22,0,[0.31453701],[-0.31453701],Bad Fact
835,23,0,[0.09651086],[-0.09651086],Good Fact
835,24,1,[0.49447361],[0.50552639],Bad Fact
835,25,0,[0.15672766],[-0.15672766],Good Fact
835,26,1,[0.26353857],[0.73646143],Bad Fact
836,1,0,[0.12397627],[-0.12397627],Good Fact
836,2,0,[0.19851473],[-0.19851473],Good Fact
836,3,1,[0.8040637],[0.1959363],Good Fact
836,4,0,[0.19072049],[-0.19072049],Good Fact
836,5,1,[0.80248949],[0.19751051],Good Fact
836,6,1,[0.81402844],[0.18597156],Good Fact
836,7,0,[0.19240188],[-0.19240188],Good Fact
836,8,0,[0.05360345],[-0.05360345],Good Fact
836,9,0,[0.04439463],[-0.04439463],Good Fact
836,10,1,[0.94153779],[0.05846221],Good Fact
836,11,1,[0.49381109],[0.50618891],Bad Fact
836,12,0,[0.03566425],[-0.03566425],Good Fact
836,13,1,[0.82194271],[0.17805729],Good Fact
836,14,0,[0.19273885],[-0.19273885],Good Fact
836,15,0,[0.19015477],[-0.19015477],Good Fact
836,16,1,[0.85129753],[0.14870247],Good Fact
836,17,0,[0.34868245],[-0.34868245],Bad Fact
836,18,1,[0.80086296],[0.19913704],Good Fact
836,19,1,[0.79887714],[0.20112286],Bad Fact
836,20,1,[0.4820446],[0.5179554],Bad Fact
836,21,1,[0.85556554],[0.14443446],Good Fact
836,22,0,[0.32851281],[-0.32851281],Bad Fact
836,23,0,[0.09771272],[-0.09771272],Good Fact
836,24,1,[0.49453568],[0.50546432],Bad Fact
836,25,0,[0.15904938],[-0.15904938],Good Fact
836,26,1,[0.27351066],[0.72648934],Bad Fact
837,1,0,[0.12708828],[-0.12708828],Good Fact
837,2,0,[0.19988088],[-0.19988088],Good Fact
837,3,1,[0.81032303],[0.18967697],Good Fact
837,4,0,[0.19277858],[-0.19277858],Good Fact
837,5,1,[0.80839376],[0.19160624],Good Fact
837,6,1,[0.81965754],[0.18034246],Good Fact
837,7,0,[0.19702721],[-0.19702721],Good Fact
837,8,0,[0.05480377],[-0.05480377],Good Fact
837,9,0,[0.04468105],[-0.04468105],Good Fact
837,10,1,[0.94420439],[0.05579561],Good Fact
837,11,1,[0.49390065],[0.50609935],Bad Fact
837,12,0,[0.03644071],[-0.03644071],Good Fact
837,13,1,[0.82911388],[0.17088612],Good Fact
837,14,0,[0.1957229],[-0.1957229],Good Fact
837,15,0,[0.19248171],[-0.19248171],Good Fact
837,16,1,[0.85604351],[0.14395649],Good Fact
837,17,0,[0.36113961],[-0.36113961],Bad Fact
837,18,1,[0.80674832],[0.19325168],Good Fact
837,19,1,[0.80954919],[0.19045081],Good Fact
837,20,1,[0.48208869],[0.51791131],Bad Fact
837,21,1,[0.85298045],[0.14701955],Good Fact
837,22,0,[0.32254097],[-0.32254097],Bad Fact
837,23,0,[0.09705931],[-0.09705931],Good Fact
837,24,1,[0.49457794],[0.50542206],Bad Fact
837,25,0,[0.15924086],[-0.15924086],Good Fact
837,26,1,[0.26924466],[0.73075534],Bad Fact
838,1,0,[0.12591564],[-0.12591564],Good Fact
838,2,0,[0.20122306],[-0.20122306],Bad Fact
838,3,1,[0.80717052],[0.19282948],Good Fact
838,4,0,[0.19271636],[-0.19271636],Good Fact
838,5,1,[0.80490673],[0.19509327],Good Fact
838,6,1,[0.81689704],[0.18310296],Good Fact
838,7,0,[0.19354896],[-0.19354896],Good Fact
838,8,0,[0.05438228],[-0.05438228],Good Fact
838,9,0,[0.04433331],[-0.04433331],Good Fact
838,10,1,[0.94333255],[0.05666745],Good Fact
838,11,1,[0.4937568],[0.5062432],Bad Fact
838,12,0,[0.03551759],[-0.03551759],Good Fact
838,13,1,[0.82648218],[0.17351782],Good Fact
838,14,0,[0.19522495],[-0.19522495],Good Fact
838,15,0,[0.19223697],[-0.19223697],Good Fact
838,16,1,[0.85311698],[0.14688302],Good Fact
838,17,0,[0.35580438],[-0.35580438],Bad Fact
838,18,1,[0.8039054],[0.1960946],Good Fact
838,19,1,[0.80671629],[0.19328371],Good Fact
838,20,1,[0.48195878],[0.51804122],Bad Fact
838,21,1,[0.8507052],[0.1492948],Good Fact
838,22,0,[0.31846592],[-0.31846592],Bad Fact
838,23,0,[0.09665457],[-0.09665457],Good Fact
838,24,1,[0.4944583],[0.5055417],Bad Fact
838,25,0,[0.15690445],[-0.15690445],Good Fact
838,26,1,[0.26635088],[0.73364912],Bad Fact
839,1,0,[0.12448126],[-0.12448126],Good Fact
839,2,0,[0.19587581],[-0.19587581],Good Fact
839,3,1,[0.80491318],[0.19508682],Good Fact
839,4,0,[0.19282668],[-0.19282668],Good Fact
839,5,1,[0.80248324],[0.19751676],Good Fact
839,6,1,[0.81497096],[0.18502904],Good Fact
839,7,0,[0.19377249],[-0.19377249],Good Fact
839,8,0,[0.05409695],[-0.05409695],Good Fact
839,9,0,[0.04409369],[-0.04409369],Good Fact
839,10,1,[0.9427207],[0.0572793],Good Fact
839,11,1,[0.49380746],[0.50619254],Bad Fact
839,12,0,[0.03535151],[-0.03535151],Good Fact
839,13,1,[0.82457326],[0.17542674],Good Fact
839,14,0,[0.19497944],[-0.19497944],Good Fact
839,15,0,[0.19220399],[-0.19220399],Good Fact
839,16,1,[0.85141645],[0.14858355],Good Fact
839,17,0,[0.35216473],[-0.35216473],Bad Fact
839,18,1,[0.80178842],[0.19821158],Good Fact
839,19,1,[0.80460692],[0.19539308],Good Fact
839,20,1,[0.48202376],[0.51797624],Bad Fact
839,21,1,[0.8494584],[0.1505416],Good Fact
839,22,0,[0.31566264],[-0.31566264],Bad Fact
839,23,0,[0.09643038],[-0.09643038],Good Fact
839,24,1,[0.49450531],[0.50549469],Bad Fact
839,25,0,[0.15740456],[-0.15740456],Good Fact
839,26,1,[0.26437818],[0.73562182],Bad Fact
840,1,0,[0.12399323],[-0.12399323],Good Fact
840,2,0,[0.19723709],[-0.19723709],Good Fact
840,3,1,[0.80327407],[0.19672593],Good Fact
840,4,0,[0.19305267],[-0.19305267],Good Fact
840,5,1,[0.80067619],[0.19932381],Good Fact
840,6,1,[0.81362034],[0.18637966],Good Fact
840,7,0,[0.19417111],[-0.19417111],Good Fact
840,8,0,[0.05389838],[-0.05389838],Good Fact
840,9,0,[0.04392305],[-0.04392305],Good Fact
840,10,1,[0.94227948],[0.05772052],Good Fact
840,11,1,[0.49385869],[0.50614131],Bad Fact
840,12,0,[0.03526981],[-0.03526981],Good Fact
840,13,1,[0.82315736],[0.17684264],Good Fact
840,14,0,[0.1949042],[-0.1949042],Good Fact
840,15,0,[0.19231355],[-0.19231355],Good Fact
840,16,1,[0.8501949],[0.1498051],Good Fact
840,17,0,[0.34966527],[-0.34966527],Bad Fact
840,18,1,[0.80016702],[0.19983298],Good Fact
840,19,1,[0.80299078],[0.19700922],Good Fact
840,20,1,[0.48209325],[0.51790675],Bad Fact
840,21,1,[0.84858898],[0.15141102],Good Fact
840,22,0,[0.3137167],[-0.3137167],Bad Fact
840,23,0,[0.09632361],[-0.09632361],Good Fact
840,24,1,[0.49455222],[0.50544778],Bad Fact
840,25,0,[0.15797952],[-0.15797952],Good Fact
840,26,1,[0.26302788],[0.73697212],Bad Fact
841,1,0,[0.12369016],[-0.12369016],Good Fact
841,2,0,[0.19858869],[-0.19858869],Good Fact
841,3,1,[0.80206548],[0.19793452],Good Fact
841,4,0,[0.19335751],[-0.19335751],Good Fact
841,5,1,[0.79929859],[0.20070141],Bad Fact
841,6,1,[0.82545295],[0.17454705],Good Fact
841,7,0,[0.1967912],[-0.1967912],Good Fact
841,8,0,[0.05522531],[-0.05522531],Good Fact
841,9,0,[0.04495536],[-0.04495536],Good Fact
841,10,1,[0.94407847],[0.05592153],Good Fact
841,11,1,[0.49392639],[0.50607361],Bad Fact
841,12,0,[0.03697599],[-0.03697599],Good Fact
841,13,1,[0.83284669],[0.16715331],Good Fact
841,14,0,[0.19635811],[-0.19635811],Good Fact
841,15,0,[0.19367789],[-0.19367789],Good Fact
841,16,1,[0.86011487],[0.13988513],Good Fact
841,17,0,[0.36401834],[-0.36401834],Bad Fact
841,18,1,[0.80537382],[0.19462618],Good Fact
841,19,1,[0.80818785],[0.19181215],Good Fact
841,20,1,[0.4822426],[0.5177574],Bad Fact
841,21,1,[0.85724347],[0.14275653],Good Fact
841,22,0,[0.32440719],[-0.32440719],Bad Fact
841,23,0,[0.09870045],[-0.09870045],Good Fact
841,24,1,[0.49460582],[0.50539418],Bad Fact
841,25,0,[0.15938562],[-0.15938562],Good Fact
841,26,1,[0.27080734],[0.72919266],Bad Fact
842,1,0,[0.12627905],[-0.12627905],Good Fact
842,2,0,[0.2001081],[-0.2001081],Bad Fact
842,3,1,[0.81218772],[0.18781228],Good Fact
842,4,0,[0.19398399],[-0.19398399],Good Fact
842,5,1,[0.80965635],[0.19034365],Good Fact
842,6,1,[0.8223275],[0.1776725],Good Fact
842,7,0,[0.19319232],[-0.19319232],Good Fact
842,8,0,[0.05474406],[-0.05474406],Good Fact
842,9,0,[0.04456075],[-0.04456075],Good Fact
842,10,1,[0.94307706],[0.05692294],Good Fact
842,11,1,[0.49378227],[0.50621773],Bad Fact
842,12,0,[0.03597964],[-0.03597964],Good Fact
842,13,1,[0.82991647],[0.17008353],Good Fact
842,14,0,[0.19571662],[-0.19571662],Good Fact
842,15,0,[0.19331334],[-0.19331334],Good Fact
842,16,1,[0.85689883],[0.14310117],Good Fact
842,17,0,[0.3578192],[-0.3578192],Bad Fact
842,18,1,[0.80215623],[0.19784377],Good Fact
842,19,1,[0.80498184],[0.19501816],Good Fact
842,20,1,[0.48211075],[0.51788925],Bad Fact
842,21,1,[0.85474317],[0.14525683],Good Fact
842,22,0,[0.31969265],[-0.31969265],Bad Fact
842,23,0,[0.09820191],[-0.09820191],Good Fact
842,24,1,[0.49448632],[0.50551368],Bad Fact
842,25,0,[0.15699876],[-0.15699876],Good Fact
842,26,1,[0.26744411],[0.73255589],Bad Fact
843,1,0,[0.12470835],[-0.12470835],Good Fact
843,2,0,[0.19482309],[-0.19482309],Good Fact
843,3,1,[0.80964298],[0.19035702],Good Fact
843,4,0,[0.19401061],[-0.19401061],Good Fact
843,5,1,[0.80696032],[0.19303968],Good Fact
843,6,1,[0.82014243],[0.17985757],Good Fact
843,7,0,[0.19331701],[-0.19331701],Good Fact
843,8,0,[0.05442059],[-0.05442059],Good Fact
843,9,0,[0.04429123],[-0.04429123],Good Fact
843,10,1,[0.94237539],[0.05762461],Good Fact
843,11,1,[0.49383189],[0.50616811],Bad Fact
843,12,0,[0.03576798],[-0.03576798],Good Fact
843,13,1,[0.82780418],[0.17219582],Good Fact
843,14,0,[0.19536952],[-0.19536952],Good Fact
843,15,0,[0.19319571],[-0.19319571],Good Fact
843,16,1,[0.85498086],[0.14501914],Good Fact
843,17,0,[0.35359999],[-0.35359999],Bad Fact
843,18,1,[0.79978371],[0.20021629],Bad Fact
843,19,1,[0.81223372],[0.18776628],Good Fact
843,20,1,[0.48223708],[0.51776292],Bad Fact
843,21,1,[0.85939821],[0.14060179],Good Fact
843,22,0,[0.33188963],[-0.33188963],Bad Fact
843,23,0,[0.09915972],[-0.09915972],Good Fact
843,24,1,[0.49456383],[0.50543617],Bad Fact
843,25,0,[0.16042206],[-0.16042206],Good Fact
843,26,1,[0.27611403],[0.72388597],Bad Fact
844,1,0,[0.12740975],[-0.12740975],Good Fact
844,2,0,[0.19619255],[-0.19619255],Good Fact
844,3,1,[0.81447032],[0.18552968],Good Fact
844,4,0,[0.19591382],[-0.19591382],Good Fact
844,5,1,[0.81180418],[0.18819582],Good Fact
844,6,1,[0.82517004],[0.17482996],Good Fact
844,7,0,[0.19622688],[-0.19622688],Good Fact
844,8,0,[0.05469891],[-0.05469891],Good Fact
844,9,0,[0.04515377],[-0.04515377],Good Fact
844,10,1,[0.94478528],[0.05521472],Good Fact
844,11,1,[0.49390136],[0.50609864],Bad Fact
844,12,0,[0.03641015],[-0.03641015],Good Fact
844,13,1,[0.83420269],[0.16579731],Good Fact
844,14,0,[0.19764322],[-0.19764322],Good Fact
844,15,0,[0.19578524],[-0.19578524],Good Fact
844,16,1,[0.85877453],[0.14122547],Good Fact
844,17,0,[0.3643594],[-0.3643594],Bad Fact
844,18,1,[0.80960674],[0.19039326],Good Fact
844,19,1,[0.80773348],[0.19226652],Good Fact
844,20,1,[0.48227498],[0.51772502],Bad Fact
844,21,1,[0.85639339],[0.14360661],Good Fact
844,22,0,[0.32478642],[-0.32478642],Bad Fact
844,23,0,[0.0983476],[-0.0983476],Good Fact
844,24,1,[0.49460565],[0.50539435],Bad Fact
844,25,0,[0.16051502],[-0.16051502],Good Fact
844,26,1,[0.271026],[0.728974],Bad Fact
845,1,0,[0.12600071],[-0.12600071],Good Fact
845,2,0,[0.19754038],[-0.19754038],Good Fact
845,3,1,[0.81082848],[0.18917152],Good Fact
845,4,0,[0.19572157],[-0.19572157],Good Fact
845,5,1,[0.80800685],[0.19199315],Good Fact
845,6,1,[0.82197754],[0.17802246],Good Fact
845,7,0,[0.19599317],[-0.19599317],Good Fact
845,8,0,[0.05421822],[-0.05421822],Good Fact
845,9,0,[0.0447534],[-0.0447534],Good Fact
845,10,1,[0.94378978],[0.05621022],Good Fact
845,11,1,[0.49394588],[0.50605412],Bad Fact
845,12,0,[0.03603675],[-0.03603675],Good Fact
845,13,1,[0.83123576],[0.16876424],Good Fact
845,14,0,[0.19697947],[-0.19697947],Good Fact
845,15,0,[0.19539887],[-0.19539887],Good Fact
845,16,1,[0.85600381],[0.14399619],Good Fact
845,17,0,[0.35803079],[-0.35803079],Bad Fact
845,18,1,[0.80639492],[0.19360508],Good Fact
845,19,1,[0.80446645],[0.19553355],Good Fact
845,20,1,[0.48232569],[0.51767431],Bad Fact
845,21,1,[0.85430709],[0.14569291],Good Fact
845,22,0,[0.31997069],[-0.31997069],Bad Fact
845,23,0,[0.09784637],[-0.09784637],Good Fact
845,24,1,[0.49464866],[0.50535134],Bad Fact
845,25,0,[0.16081257],[-0.16081257],Good Fact
845,26,1,[0.26759103],[0.73240897],Bad Fact
846,1,0,[0.12507587],[-0.12507587],Good Fact
846,2,0,[0.19887895],[-0.19887895],Good Fact
846,3,1,[0.80822308],[0.19177692],Good Fact
846,4,0,[0.19573387],[-0.19573387],Good Fact
846,5,1,[0.80524621],[0.19475379],Good Fact
846,6,1,[0.81974326],[0.18025674],Good Fact
846,7,0,[0.19607459],[-0.19607459],Good Fact
846,8,0,[0.05388941],[-0.05388941],Good Fact
846,9,0,[0.04447493],[-0.04447493],Good Fact
846,10,1,[0.94308212],[0.05691788],Good Fact
846,11,1,[0.49399222],[0.50600778],Bad Fact
846,12,0,[0.03581574],[-0.03581574],Good Fact
846,13,1,[0.82908469],[0.17091531],Good Fact
846,14,0,[0.19661618],[-0.19661618],Good Fact
846,15,0,[0.19526476],[-0.19526476],Good Fact
846,16,1,[0.8540345],[0.1459655],Good Fact
846,17,0,[0.3537202],[-0.3537202],Bad Fact
846,18,1,[0.80401856],[0.19598144],Good Fact
846,19,1,[0.80204912],[0.19795088],Good Fact
846,20,1,[0.48238477],[0.51761523],Bad Fact
846,21,1,[0.85285261],[0.14714739],Good Fact
846,22,0,[0.31666816],[-0.31666816],Bad Fact
846,23,0,[0.09755257],[-0.09755257],Good Fact
846,24,1,[0.49469221],[0.50530779],Bad Fact
846,25,0,[0.16124624],[-0.16124624],Good Fact
846,26,1,[0.26525235],[0.73474765],Bad Fact
847,1,0,[0.12447504],[-0.12447504],Good Fact
847,2,0,[0.20020819],[-0.20020819],Bad Fact
847,3,1,[0.80633352],[0.19366648],Good Fact
847,4,0,[0.19588325],[-0.19588325],Good Fact
847,5,1,[0.8030295],[0.1969705],Good Fact
847,6,1,[0.8181699],[0.1818301],Good Fact
847,7,0,[0.19299027],[-0.19299027],Good Fact
847,8,0,[0.0536554],[-0.0536554],Good Fact
847,9,0,[0.04427263],[-0.04427263],Good Fact
847,10,1,[0.94256028],[0.05743972],Good Fact
847,11,1,[0.49385313],[0.50614687],Bad Fact
847,12,0,[0.03508595],[-0.03508595],Good Fact
847,13,1,[0.82748798],[0.17251202],Good Fact
847,14,0,[0.19645497],[-0.19645497],Good Fact
847,15,0,[0.19530004],[-0.19530004],Good Fact
847,16,1,[0.8520883],[0.1479117],Good Fact
847,17,0,[0.3507599],[-0.3507599],Bad Fact
847,18,1,[0.80221022],[0.19778978],Good Fact
847,19,1,[0.80020839],[0.19979161],Good Fact
847,20,1,[0.48226759],[0.51773241],Bad Fact
847,21,1,[0.85136044],[0.14863956],Good Fact
847,22,0,[0.31438072],[-0.31438072],Bad Fact
847,23,0,[0.09739173],[-0.09739173],Good Fact
847,24,1,[0.49457525],[0.50542475],Bad Fact
847,25,0,[0.15905406],[-0.15905406],Good Fact
847,26,1,[0.26365112],[0.73634888],Bad Fact
848,1,0,[0.12343527],[-0.12343527],Good Fact
848,2,0,[0.19490074],[-0.19490074],Good Fact
848,3,1,[0.80494859],[0.19505141],Good Fact
848,4,0,[0.19612824],[-0.19612824],Good Fact
848,5,1,[0.80148927],[0.19851073],Good Fact
848,6,1,[0.81706207],[0.18293793],Good Fact
848,7,0,[0.19346023],[-0.19346023],Good Fact
848,8,0,[0.05349936],[-0.05349936],Good Fact
848,9,0,[0.04413283],[-0.04413283],Good Fact
848,10,1,[0.94219269],[0.05780731],Good Fact
848,11,1,[0.49390478],[0.50609522],Bad Fact
848,12,0,[0.03503986],[-0.03503986],Good Fact
848,13,1,[0.82630236],[0.17369764],Good Fact
848,14,0,[0.19643444],[-0.19643444],Good Fact
848,15,0,[0.19545325],[-0.19545325],Good Fact
848,16,1,[0.85106791],[0.14893209],Good Fact
848,17,0,[0.34872858],[-0.34872858],Bad Fact
848,18,1,[0.8008166],[0.1991834],Good Fact
848,19,1,[0.79879073],[0.20120927],Bad Fact
848,20,1,[0.48240353],[0.51759647],Bad Fact
848,21,1,[0.85678163],[0.14321837],Good Fact
848,22,0,[0.32838386],[-0.32838386],Bad Fact
848,23,0,[0.0986189],[-0.0986189],Good Fact
848,24,1,[0.49463622],[0.50536378],Bad Fact
848,25,0,[0.16138619],[-0.16138619],Good Fact
848,26,1,[0.27365148],[0.72634852],Bad Fact
849,1,0,[0.12654257],[-0.12654257],Good Fact
849,2,0,[0.19626103],[-0.19626103],Good Fact
849,3,1,[0.81118286],[0.18881714],Good Fact
849,4,0,[0.19816078],[-0.19816078],Good Fact
849,5,1,[0.80744428],[0.19255572],Good Fact
849,6,1,[0.82260646],[0.17739354],Good Fact
849,7,0,[0.1981123],[-0.1981123],Good Fact
849,8,0,[0.05470572],[-0.05470572],Good Fact
849,9,0,[0.0444265],[-0.0444265],Good Fact
849,10,1,[0.94483939],[0.05516061],Good Fact
849,11,1,[0.49399327],[0.50600673],Bad Fact
849,12,0,[0.03580713],[-0.03580713],Good Fact
849,13,1,[0.83331738],[0.16668262],Good Fact
849,14,0,[0.19944467],[-0.19944467],Good Fact
849,15,0,[0.19778647],[-0.19778647],Good Fact
849,16,1,[0.85582696],[0.14417304],Good Fact
849,17,0,[0.36121792],[-0.36121792],Bad Fact
849,18,1,[0.80672819],[0.19327181],Good Fact
849,19,1,[0.80951873],[0.19048127],Good Fact
849,20,1,[0.482447],[0.517553],Bad Fact
849,21,1,[0.85421228],[0.14578772],Good Fact
849,22,0,[0.32241855],[-0.32241855],Bad Fact
849,23,0,[0.09796363],[-0.09796363],Good Fact
849,24,1,[0.4946781],[0.5053219],Bad Fact
849,25,0,[0.16157552],[-0.16157552],Good Fact
849,26,1,[0.26938484],[0.73061516],Bad Fact
850,1,0,[0.12537444],[-0.12537444],Good Fact
850,2,0,[0.1975979],[-0.1975979],Good Fact
850,3,1,[0.80803392],[0.19196608],Good Fact
850,4,0,[0.19806272],[-0.19806272],Good Fact
850,5,1,[0.80412683],[0.19587317],Good Fact
850,6,1,[0.81987355],[0.18012645],Good Fact
850,7,0,[0.19803366],[-0.19803366],Good Fact
850,8,0,[0.05429796],[-0.05429796],Good Fact
850,9,0,[0.04409037],[-0.04409037],Good Fact
850,10,1,[0.94399312],[0.05600688],Good Fact
850,11,1,[0.49403822],[0.50596178],Bad Fact
850,12,0,[0.03551264],[-0.03551264],Good Fact
850,13,1,[0.83075584],[0.16924416],Good Fact
850,14,0,[0.19892537],[-0.19892537],Good Fact
850,15,0,[0.19751787],[-0.19751787],Good Fact
850,16,1,[0.8534299],[0.1465701],Good Fact
850,17,0,[0.35588977],[-0.35588977],Bad Fact
850,18,1,[0.80390786],[0.19609214],Good Fact
850,19,1,[0.80670967],[0.19329033],Good Fact
850,20,1,[0.48250099],[0.51749901],Bad Fact
850,21,1,[0.85242564],[0.14757436],Good Fact
850,22,0,[0.3183521],[-0.3183521],Bad Fact
850,23,0,[0.09756729],[-0.09756729],Good Fact
850,24,1,[0.49472084],[0.50527916],Bad Fact
850,25,0,[0.16193579],[-0.16193579],Good Fact
850,26,1,[0.26649214],[0.73350786],Bad Fact
851,1,0,[0.12461003],[-0.12461003],Good Fact
851,2,0,[0.1989256],[-0.1989256],Good Fact
851,3,1,[0.80577157],[0.19422843],Good Fact
851,4,0,[0.19813651],[-0.19813651],Good Fact
851,5,1,[0.80170017],[0.19829983],Good Fact
851,6,1,[0.81795809],[0.18204191],Good Fact
851,7,0,[0.19822033],[-0.19822033],Good Fact
851,8,0,[0.05401793],[-0.05401793],Good Fact
851,9,0,[0.04385538],[-0.04385538],Good Fact
851,10,1,[0.94338944],[0.05661056],Good Fact
851,11,1,[0.49408453],[0.50591547],Bad Fact
851,12,0,[0.03534384],[-0.03534384],Good Fact
851,13,1,[0.82888639],[0.17111361],Good Fact
851,14,0,[0.19865985],[-0.19865985],Good Fact
851,15,0,[0.19746191],[-0.19746191],Good Fact
851,16,1,[0.8517209],[0.1482791],Good Fact
851,17,0,[0.3522493],[-0.3522493],Bad Fact
851,18,1,[0.80180145],[0.19819855],Good Fact
851,19,1,[0.80461099],[0.19538901],Good Fact
851,20,1,[0.48256186],[0.51743814],Bad Fact
851,21,1,[0.85117846],[0.14882154],Good Fact
